20:04:34 INFO  manager.ApplicationManager - All tests start in 'Chrome' browser
20:04:35 INFO  tests.TestBase - Name of test --->addNewContactSuccessProvider
20:04:35 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
20:04:40 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
20:04:40 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
20:04:40 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
20:04:41 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
20:04:41 INFO  tests.TestBase - Contact was added for userUser{email='lina@gmail.com', password='Lina12345$'}
20:04:41 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
20:04:42 INFO  tests.TestBase - The test 'Add new contact' start with count of contact in start--->8
20:04:42 INFO  tests.TestBase - The test 'Add new contact' start with data---->Contact(name=Mona, lastName=Dow, phone=32145678965, email=mona3@gmail.com, address=Rehovot, description=university friend)
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href='/add']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href='/add']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:42 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:42 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='email']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='email']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='email']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='email']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='email']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='email']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Address']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Address']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Address']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Address']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Address']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Address']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='description']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='description']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='description']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='description']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='description']
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='description']--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //b
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //b--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //b
20:04:43 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //b--> was found
20:04:43 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
20:04:48 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
20:04:48 INFO  tests.TestBase - The test 'Add new contact' end with count of contact in end--->0
20:04:48 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
20:04:48 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
20:04:48 INFO  tests.TestBase - Name of test --->addNewContactSuccessProvider
20:04:48 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
20:04:53 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
20:04:53 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
20:04:53 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
20:04:53 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:53 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
20:04:54 INFO  tests.TestBase - Contact was added for userUser{email='lina@gmail.com', password='Lina12345$'}
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
20:04:54 INFO  tests.TestBase - The test 'Add new contact' start with count of contact in start--->8
20:04:54 INFO  tests.TestBase - The test 'Add new contact' start with data---->Contact(name=Mona, lastName=Dow, phone=32145678964, email=mona1@gmail.com, address=Rehovot, description=university friend)
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href='/add']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href='/add']--> was found
20:04:54 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:54 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Name']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Last Name']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Last Name']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Phone']
20:04:55 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Phone']--> was found
20:04:55 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='email']
